id;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status
JYDO1799;Single;Over 23 years old;1;Agronomy;Daytime;19;133.1;1;37;38;4;9;110.0;No;No;Yes;No;Female;No;40;No;0;6;12;5;12.8;0;0;6;16;3;13.333333333333334;0;11.1;0.6;2.02;Dropout
JYDO1800;Single;2nd phase - general contingent;3;Tourism;Daytime;1;114.0;26;38;3;9;3;127.3;Yes;No;Yes;No;Female;No;20;Yes;0;6;14;3;12.333333333333334;0;0;6;16;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO1801;Single;1st phase - general contingent;3;Nursing;Daytime;1;139.0;1;3;1;4;1;126.0;Yes;No;No;Yes;Male;No;18;No;0;8;15;5;12.288;1;0;8;15;5;12.288;1;10.8;1.4;1.74;Dropout
JYDO1802;Single;Change of course;2;Social Service (evening attendance);Evening;3;130.0;1;34;34;0;0;130.0;No;No;No;Yes;Male;No;31;No;8;12;21;12;12.333333333333334;0;6;10;13;7;13.285714285714286;2;7.6;2.6;0.32;Graduate
JYDO1803;Single;1st phase - general contingent;2;Management;Daytime;1;131.0;1;1;1;9;9;118.8;No;No;No;Yes;Male;Yes;18;No;0;5;9;4;11.5;0;0;5;5;5;12.8;0;12.4;0.5;1.79;Graduate
JYDO1804;Single;Change of course;2;Advertising and Marketing Management;Daytime;1;130.0;1;19;1;4;4;127.6;Yes;No;No;Yes;Male;No;22;No;4;6;6;6;11.833333333333334;0;0;6;11;4;11.142857142857142;0;10.8;1.4;1.74;Dropout
JYDO1805;Single;Change of institution/course;1;Management;Daytime;19;133.1;1;19;19;9;5;112.1;No;No;Yes;No;Male;No;38;No;0;5;5;0;0.0;0;0;5;5;0;0.0;0;8.9;1.4;3.51;Dropout
JYDO1806;Single;Change of course;1;Management (evening attendance);Evening;3;130.0;1;3;1;2;9;130.0;No;No;No;Yes;Male;No;33;No;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout
JYDO1807;Single;1st phase - general contingent;3;Informatics Engineering;Daytime;1;117.0;1;1;1;3;5;111.1;No;No;No;Yes;Male;Yes;19;No;0;5;10;5;11.8;0;0;5;12;3;11.5;0;11.1;0.6;2.02;Enrolled
JYDO1808;Single;2nd phase - general contingent;1;Advertising and Marketing Management;Daytime;1;127.0;1;3;3;1;1;121.4;No;No;No;Yes;Male;No;18;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
JYDO1809;Single;1st phase - general contingent;5;Informatics Engineering;Daytime;1;131.0;1;1;19;4;7;126.8;No;No;No;No;Male;Yes;18;No;0;5;6;5;12.2;0;0;5;8;4;12.0;0;8.9;1.4;3.51;Enrolled
JYDO1810;Single;Change of institution/course;1;Management (evening attendance);Evening;1;134.0;1;1;1;5;3;120.6;Yes;No;No;Yes;Male;No;27;No;2;6;6;6;12.333333333333334;0;0;5;5;5;13.0;0;11.1;0.6;2.02;Graduate
JYDO1811;Single;Over 23 years old;1;Tourism;Daytime;1;130.0;1;37;37;9;9;126.5;No;No;No;Yes;Male;No;26;No;0;6;7;6;12.428571428571429;0;0;6;6;6;12.833333333333334;0;7.6;2.6;0.32;Graduate
JYDO1812;Single;1st phase - general contingent;6;Nursing;Daytime;1;127.0;1;1;19;3;3;120.2;Yes;No;No;Yes;Female;Yes;19;No;0;7;7;7;12.765714285714289;0;0;8;9;8;13.544444444444444;0;12.4;0.5;1.79;Graduate
JYDO1813;Married;Change of institution/course;1;Nursing;Daytime;1;130.0;1;37;37;5;5;120.0;No;No;No;Yes;Male;No;44;No;0;7;11;5;12.1;0;0;7;10;5;12.6;0;11.1;0.6;2.02;Dropout
JYDO1814;Single;1st phase - general contingent;2;Management;Daytime;1;142.0;1;37;38;9;9;137.5;Yes;No;No;Yes;Male;No;19;No;0;5;10;5;12.0;0;0;5;9;5;11.5;0;13.9;-0.3;0.79;Graduate
JYDO1815;Single;3rd phase - general contingent;1;Communication Design;Daytime;1;117.0;1;1;37;4;7;127.9;Yes;No;No;Yes;Male;No;20;No;0;6;6;0;0.0;0;0;6;6;0;0.0;0;9.4;-0.8;-3.12;Dropout
JYDO1816;Single;Over 23 years old;1;Agronomy;Daytime;19;133.1;1;19;37;1;1;140.0;No;No;Yes;Yes;Male;No;24;No;0;6;10;6;14.88888888888889;0;0;6;11;6;13.727272727272728;0;16.2;0.3;-0.92;Enrolled
JYDO1817;Divorced;Change of course;1;Management (evening attendance);Evening;1;164.0;1;37;37;6;6;131.8;No;No;No;Yes;Female;No;31;No;7;14;19;13;11.357142857142858;0;9;14;14;13;12.0;1;9.4;-0.8;-3.12;Graduate
JYDO1818;Single;Change of course;1;Communication Design;Daytime;1;130.0;1;37;37;9;9;129.0;Yes;No;No;Yes;Female;No;25;No;0;6;6;6;13.5;0;0;6;6;6;12.5;0;9.4;-0.8;-3.12;Graduate
JYDO1819;Single;2nd phase - general contingent;4;Journalism and Communication;Daytime;1;127.0;1;2;37;9;9;115.8;Yes;No;Yes;No;Female;No;19;No;0;6;6;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout
JYDO1820;Single;2nd phase - general contingent;3;Nursing;Daytime;1;140.0;1;3;2;3;3;126.4;Yes;No;No;Yes;Female;No;18;No;0;7;7;7;13.884285714285712;0;0;8;9;8;14.75;0;11.1;0.6;2.02;Dropout
JYDO1821;Single;Change of course;1;Veterinary Nursing;Daytime;1;130.0;1;19;38;4;9;130.0;Yes;No;No;No;Female;No;19;No;0;6;12;5;13.0;0;0;6;12;3;11.666666666666666;0;13.9;-0.3;0.79;Enrolled
JYDO1822;Single;1st phase - general contingent;3;Nursing;Daytime;1;122.0;1;3;1;4;3;114.8;Yes;No;No;Yes;Female;Yes;19;No;0;7;11;4;12.65;0;0;7;9;5;11.1;0;12.4;0.5;1.79;Enrolled
JYDO1823;Single;2nd phase - general contingent;1;Management;Daytime;1;162.0;1;1;38;4;5;138.6;Yes;No;No;Yes;Female;No;19;No;0;5;10;1;11.0;0;0;5;13;0;0.0;0;12.7;3.7;-1.7;Enrolled
JYDO1824;Single;Over 23 years old;1;Advertising and Marketing Management;Daytime;1;133.1;1;1;1;4;4;112.9;No;No;No;Yes;Female;No;24;No;0;6;12;2;11.666666666666666;0;0;6;20;2;10.5;6;16.2;0.3;-0.92;Dropout
JYDO1825;Single;1st phase - general contingent;1;Social Service;Daytime;1;120.0;1;3;3;3;3;111.6;No;No;No;Yes;Female;No;20;No;0;6;6;6;14.5;0;0;6;6;6;12.666666666666666;0;12.4;0.5;1.79;Graduate
JYDO1826;Single;2nd phase - general contingent;1;Tourism;Daytime;1;160.0;1;19;37;5;3;152.0;No;No;No;Yes;Female;No;18;No;0;6;7;6;14.714285714285714;0;0;6;7;6;14.166666666666666;0;12.7;3.7;-1.7;Graduate
JYDO1827;Single;1st phase - general contingent;1;Social Service;Daytime;1;141.0;1;38;1;5;7;132.6;No;No;No;Yes;Female;Yes;18;No;0;6;7;6;13.285714285714286;0;0;6;6;6;14.333333333333334;0;12.4;0.5;1.79;Graduate
JYDO1828;Single;2nd phase - general contingent;1;Veterinary Nursing;Daytime;1;125.0;1;1;38;4;9;118.4;Yes;No;No;Yes;Female;No;21;No;0;5;13;3;11.333333333333334;2;0;5;12;2;10.5;1;9.4;-0.8;-3.12;Enrolled
JYDO1829;Single;Holders of other higher courses;1;Nursing;Daytime;3;120.0;1;37;37;4;5;120.0;No;No;Yes;No;Female;No;28;No;0;7;7;0;0.0;7;0;7;7;0;0.0;7;13.9;-0.3;0.79;Dropout
JYDO1830;Single;1st phase - general contingent;1;Management;Daytime;1;128.0;1;38;37;5;6;122.1;No;No;No;Yes;Female;Yes;18;No;0;5;11;4;11.571428571428571;0;0;5;9;5;12.0;0;13.9;-0.3;0.79;Enrolled
JYDO1831;Single;1st phase - general contingent;1;Basic Education;Daytime;1;162.0;1;37;19;9;8;142.8;No;No;Yes;Yes;Female;No;18;No;0;6;10;5;13.0;0;0;6;10;4;11.5;0;12.7;3.7;-1.7;Dropout
JYDO1832;Single;1st phase - general contingent;1;Social Service;Daytime;1;130.0;1;1;1;4;4;124.8;No;No;No;Yes;Female;Yes;18;No;0;6;9;6;11.5;0;0;6;11;5;14.0;0;11.1;0.6;2.02;Graduate
JYDO1833;Single;2nd phase - general contingent;2;Management;Daytime;1;134.0;1;37;19;9;8;126.3;Yes;No;No;Yes;Female;Yes;18;No;0;5;8;5;11.8;0;0;5;10;5;11.6;3;16.2;0.3;-0.92;Graduate
JYDO1834;Single;1st phase - general contingent;1;Management;Daytime;1;133.1;1;19;19;9;9;119.0;Yes;No;No;No;Female;Yes;19;No;0;5;7;3;10.666666666666666;0;0;5;10;3;12.285714285714286;0;10.8;1.4;1.74;Dropout
JYDO1835;Single;2nd phase - general contingent;1;Nursing;Daytime;1;137.0;1;19;38;3;9;124.9;No;No;No;Yes;Female;Yes;19;No;0;7;11;6;13.8875;0;0;8;9;8;14.864444444444445;0;15.5;2.8;-4.06;Graduate
JYDO1836;Single;1st phase - general contingent;1;Social Service;Daytime;1;133.1;1;38;38;191;192;118.0;No;No;Yes;Yes;Female;Yes;20;No;0;6;7;5;11.4;0;0;6;9;6;11.5;0;8.9;1.4;3.51;Graduate
JYDO1837;Married;Change of course;1;Social Service (evening attendance);Evening;1;110.0;1;37;19;9;3;100.0;No;No;No;Yes;Female;No;34;No;9;11;17;9;12.333333333333334;0;3;7;12;7;12.142857142857142;0;9.4;-0.8;-3.12;Graduate
JYDO1838;Married;Over 23 years old;1;Nursing;Daytime;1;133.1;1;37;37;9;9;109.0;Yes;No;No;Yes;Female;No;39;No;0;7;8;5;12.16;0;0;7;8;5;12.16;0;7.6;2.6;0.32;Enrolled
JYDO1839;Single;2nd phase - general contingent;3;Nursing;Daytime;1;133.0;1;3;19;2;5;130.8;Yes;No;No;Yes;Female;No;19;No;0;8;8;8;13.427499999999998;0;0;8;8;8;13.427499999999998;0;9.4;-0.8;-3.12;Graduate
JYDO1840;Single;Over 23 years old;1;Communication Design;Daytime;1;130.0;1;1;19;4;4;110.0;Yes;No;No;Yes;Female;No;24;No;0;6;6;6;15.166666666666666;0;0;6;6;2;15.5;0;15.5;2.8;-4.06;Graduate
JYDO1841;Single;Ordinance No. 854-B/99;1;Journalism and Communication;Daytime;1;151.0;22;38;37;0;5;151.0;Yes;No;No;Yes;Female;No;18;Yes;0;6;12;0;0.0;1;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
JYDO1842;Single;2nd phase - general contingent;1;Equinculture;Daytime;1;125.0;1;19;19;3;10;131.0;Yes;No;No;Yes;Male;No;19;No;0;5;11;2;10.5;2;0;5;9;0;0.0;3;10.8;1.4;1.74;Dropout
JYDO1843;Single;1st phase - general contingent;1;Management;Daytime;1;158.0;1;1;38;3;6;155.2;No;No;No;Yes;Male;Yes;18;No;0;5;5;5;11.8;0;0;5;8;3;11.0;0;9.4;-0.8;-3.12;Graduate
JYDO1844;Single;1st phase - general contingent;2;Management;Daytime;1;128.0;1;3;1;3;3;121.0;Yes;Yes;Yes;Yes;Male;No;20;No;0;5;6;5;13.2;0;0;5;10;5;11.4;3;16.2;0.3;-0.92;Enrolled
JYDO1845;Single;1st phase - general contingent;6;Nursing;Daytime;1;133.0;1;1;1;9;9;119.7;Yes;Yes;Yes;Yes;Male;No;19;No;2;7;8;7;13.075;0;1;8;11;8;12.36111111111111;0;12.4;0.5;1.79;Graduate
JYDO1846;Single;1st phase - general contingent;1;Equinculture;Daytime;1;138.0;1;3;19;2;4;131.0;Yes;No;No;Yes;Male;No;19;No;0;6;8;4;11.6;0;0;6;14;2;13.0;0;11.1;0.6;2.02;Dropout
JYDO1847;Single;2nd phase - general contingent;1;Agronomy;Daytime;1;126.0;1;37;3;5;2;116.9;No;No;No;Yes;Male;No;19;No;0;6;10;6;13.666666666666666;0;0;6;10;4;12.25;0;13.9;-0.3;0.79;Dropout
JYDO1848;Married;Over 23 years old;1;Management (evening attendance);Evening;1;140.0;1;36;14;9;10;130.0;Yes;No;No;Yes;Male;No;41;No;0;5;9;4;10.75;0;0;5;7;2;10.0;0;9.4;-0.8;-3.12;Dropout
JYDO1849;Single;1st phase - general contingent;2;Nursing;Daytime;1;143.0;1;5;5;2;2;137.8;No;No;No;Yes;Male;No;19;No;0;7;10;6;13.492857142857144;0;0;8;9;8;12.68888888888889;0;12.4;0.5;1.79;Graduate
JYDO1850;Single;Change of course;3;Tourism;Daytime;1;135.0;1;3;3;2;2;122.1;No;No;No;Yes;Male;No;19;No;0;6;14;3;12.5;0;0;6;9;4;11.0;0;12.7;3.7;-1.7;Enrolled
JYDO1851;Single;Holders of other higher courses;1;Nursing;Daytime;3;120.0;1;1;1;7;10;120.0;Yes;No;No;No;Male;No;23;No;0;7;0;0;0.0;0;0;8;0;0;0.0;0;12.7;3.7;-1.7;Dropout
JYDO1852;Single;1st phase - general contingent;1;Informatics Engineering;Daytime;1;148.0;1;19;38;9;7;133.0;No;No;No;Yes;Male;No;18;No;0;5;12;5;13.285714285714286;0;0;5;16;5;14.8;0;12.4;0.5;1.79;Dropout
JYDO1853;Single;1st phase - general contingent;1;Management;Daytime;1;126.0;1;3;19;3;3;115.2;No;No;No;Yes;Male;No;19;No;0;5;6;5;12.6;0;0;5;13;5;11.8;5;16.2;0.3;-0.92;Graduate
JYDO1854;Single;Technological specialization diploma holders;1;Agronomy;Daytime;39;160.0;1;3;3;2;10;160.0;Yes;No;No;Yes;Male;No;20;No;0;6;7;6;14.0;0;0;6;7;6;14.666666666666666;0;12.4;0.5;1.79;Graduate
JYDO1855;Single;Over 23 years old;1;Veterinary Nursing;Daytime;1;140.0;1;37;37;90;90;106.3;No;No;Yes;No;Male;No;35;No;0;5;7;2;11.5;0;0;5;8;2;10.5;0;7.6;2.6;0.32;Dropout
JYDO1856;Divorced;Over 23 years old;2;Advertising and Marketing Management;Daytime;19;133.1;1;19;1;90;90;103.0;No;No;No;No;Male;No;34;No;0;6;6;0;0.0;0;0;6;9;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO1857;Single;1st phase - general contingent;1;Communication Design;Daytime;1;136.0;1;3;3;9;9;136.0;Yes;No;Yes;No;Female;Yes;19;No;0;6;6;6;11.833333333333334;0;0;6;8;6;12.875;0;10.8;1.4;1.74;Graduate
JYDO1858;Single;International student (bachelor);1;Social Service;Daytime;1;150.0;26;19;1;9;9;146.5;Yes;No;Yes;No;Male;No;22;Yes;0;6;10;5;11.5;0;0;6;8;5;12.4;0;13.9;-0.3;0.79;Graduate
JYDO1859;Single;2nd phase - general contingent;3;Communication Design;Daytime;1;130.0;1;1;4;4;2;131.4;No;No;No;Yes;Male;No;20;No;0;6;6;6;14.166666666666666;0;0;6;8;6;12.333333333333334;0;11.1;0.6;2.02;Graduate
JYDO1860;Married;Transfer;1;Management (evening attendance);Evening;1;130.0;1;3;2;2;2;130.0;No;No;No;Yes;Male;No;27;No;2;2;2;2;12.5;0;0;5;6;2;12.5;0;12.7;3.7;-1.7;Enrolled
JYDO1861;Married;Over 23 years old;1;Informatics Engineering;Daytime;1;110.0;1;19;19;0;5;137.0;No;No;Yes;Yes;Male;No;30;No;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO1862;Single;Over 23 years old;1;Informatics Engineering;Daytime;1;110.0;1;1;1;4;4;125.9;No;No;No;Yes;Male;No;34;No;0;5;7;0;0.0;0;0;5;8;1;11.0;0;10.8;1.4;1.74;Enrolled
JYDO1863;Single;1st phase - general contingent;1;Tourism;Daytime;1;121.0;1;1;1;5;4;111.9;Yes;No;No;No;Male;No;20;No;0;6;14;2;10.5;0;0;6;16;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO1864;Single;2nd phase - general contingent;1;Communication Design;Daytime;1;127.0;1;37;38;9;5;131.2;Yes;No;No;Yes;Male;No;18;No;0;6;6;6;11.833333333333334;0;0;6;6;6;13.166666666666666;0;7.6;2.6;0.32;Graduate
JYDO1865;Single;1st phase - general contingent;1;Equinculture;Daytime;1;140.0;1;9;19;4;4;131.2;No;No;No;Yes;Male;Yes;26;No;0;5;9;0;0.0;0;0;5;6;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO1866;Single;Over 23 years old;1;Management (evening attendance);Evening;1;130.0;1;1;1;3;7;140.0;No;No;No;Yes;Male;No;26;No;0;5;5;5;12.4;0;0;5;5;5;12.4;0;15.5;2.8;-4.06;Graduate
JYDO1867;Single;Over 23 years old;2;Management;Daytime;1;130.0;1;19;19;5;9;121.5;No;No;No;No;Male;No;26;No;0;5;5;2;10.5;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO1868;Single;Over 23 years old;1;Management (evening attendance);Evening;1;100.0;1;37;37;9;6;153.5;No;No;Yes;No;Male;No;31;No;0;5;9;0;0.0;0;0;5;6;0;0.0;0;12.4;0.5;1.79;Dropout
JYDO1869;Single;1st phase - general contingent;3;Animation and Multimedia Design;Daytime;1;139.0;1;37;19;9;8;142.2;Yes;No;No;Yes;Male;Yes;20;No;6;12;12;12;14.583333333333334;0;4;11;14;11;14.333333333333334;0;8.9;1.4;3.51;Graduate
JYDO1870;Single;1st phase - general contingent;1;Journalism and Communication;Daytime;1;150.0;1;19;11;0;0;131.1;Yes;No;No;Yes;Male;No;19;No;0;6;6;6;11.666666666666666;0;0;6;10;3;12.666666666666666;0;7.6;2.6;0.32;Graduate
JYDO1871;Single;2nd phase - general contingent;1;Advertising and Marketing Management;Daytime;1;133.1;1;34;3;7;2;130.6;Yes;No;Yes;No;Male;No;23;No;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO1872;Single;1st phase - general contingent;6;Nursing;Daytime;1;119.0;1;1;1;4;4;115.0;Yes;No;No;Yes;Male;Yes;20;No;0;7;14;1;13.0;0;0;7;15;0;0.0;0;11.1;0.6;2.02;Dropout
JYDO1873;Single;Change of institution/course;1;Nursing;Daytime;1;170.0;1;1;1;4;10;125.0;No;No;No;Yes;Male;No;20;No;0;7;7;7;15.66;0;7;10;11;9;15.011111111111113;0;11.1;0.6;2.02;Graduate
JYDO1874;Single;Over 23 years old;1;Social Service (evening attendance);Evening;1;133.1;1;34;34;0;0;97.5;Yes;No;No;Yes;Male;No;29;No;0;6;10;0;0.0;1;0;5;10;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO1875;Single;1st phase - general contingent;4;Journalism and Communication;Daytime;1;133.0;1;19;19;7;7;134.4;Yes;No;No;Yes;Male;Yes;20;No;0;6;6;6;12.166666666666666;0;0;6;8;4;12.75;0;9.4;-0.8;-3.12;Graduate
JYDO1876;Single;1st phase - general contingent;1;Nursing;Daytime;1;125.0;1;37;37;9;9;118.8;No;No;No;Yes;Male;No;24;No;0;7;7;6;13.3;0;0;7;7;6;13.3;0;7.6;2.6;0.32;Graduate
JYDO1877;Single;Over 23 years old;1;Oral Hygiene;Daytime;19;133.1;1;42;1;3;7;110.5;No;No;No;Yes;Male;No;37;No;0;7;15;0;0.0;0;0;7;13;0;0.0;1;11.1;0.6;2.02;Dropout
JYDO1878;Single;1st phase - general contingent;5;Nursing;Daytime;1;143.0;1;37;19;4;4;123.3;Yes;No;No;Yes;Male;No;18;No;0;7;0;0;0.0;0;0;8;0;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO1879;Single;1st phase - general contingent;2;Animation and Multimedia Design;Daytime;1;127.0;1;2;19;5;5;139.6;Yes;No;Yes;No;Male;Yes;18;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Dropout
JYDO1880;Single;2nd phase - general contingent;1;Nursing;Daytime;1;157.0;1;19;3;4;9;138.8;No;No;No;Yes;Male;No;18;No;0;8;8;7;13.55714285714286;0;0;8;8;7;13.55714285714286;0;12.7;3.7;-1.7;Graduate
JYDO1881;Married;Technological specialization diploma holders;1;Informatics Engineering;Daytime;39;160.0;1;37;37;9;9;160.0;No;No;Yes;Yes;Male;No;41;No;3;7;15;5;14.333333333333334;0;1;6;16;6;14.636363636363637;0;12.4;0.5;1.79;Enrolled
JYDO1882;Single;Over 23 years old;1;Agronomy;Daytime;1;140.0;1;37;37;9;4;140.0;No;No;No;Yes;Male;No;35;No;0;6;16;4;12.0;0;0;6;11;3;10.333333333333334;0;13.9;-0.3;0.79;Dropout
JYDO1883;Single;2nd phase - general contingent;1;Tourism;Daytime;1;128.0;1;19;38;9;9;118.2;No;No;No;Yes;Female;No;19;No;0;5;5;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout
JYDO1884;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;145.0;1;1;19;10;5;150.6;Yes;No;No;Yes;Male;No;18;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Graduate
JYDO1885;Married;Over 23 years old;1;Nursing;Daytime;1;133.1;1;37;37;191;172;115.2;No;No;No;Yes;Female;No;48;No;0;7;11;4;11.75;0;0;7;14;3;11.725;0;11.1;0.6;2.02;Enrolled
JYDO1886;Single;1st phase - general contingent;1;Nursing;Daytime;1;132.0;1;19;2;9;3;126.0;Yes;No;No;Yes;Female;No;19;No;0;7;7;6;12.183333333333332;0;0;7;7;6;12.183333333333332;0;7.6;2.6;0.32;Graduate
JYDO1887;Single;Technological specialization diploma holders;1;Agronomy;Daytime;39;160.0;1;37;37;9;7;160.0;Yes;No;No;No;Male;No;30;No;4;9;18;6;11.833333333333334;0;1;8;21;4;11.0;0;15.5;2.8;-4.06;Dropout
JYDO1888;Married;Change of course;1;Journalism and Communication;Daytime;1;160.0;1;37;37;5;0;160.0;No;No;Yes;No;Male;No;51;No;0;4;4;0;0.0;0;0;4;4;0;0.0;0;12.7;3.7;-1.7;Dropout
JYDO1889;Single;Ordinance No. 854-B/99;1;Veterinary Nursing;Daytime;1;184.4;22;2;19;2;8;184.4;No;No;No;Yes;Female;No;18;Yes;0;6;8;6;15.0;0;0;6;10;5;14.333333333333334;0;11.1;0.6;2.02;Graduate
JYDO1890;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;149.0;1;1;1;9;3;156.0;Yes;No;No;Yes;Female;No;18;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Graduate
JYDO1891;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;146.0;1;40;43;4;4;150.2;Yes;No;No;Yes;Female;No;18;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;Graduate
JYDO1892;Single;1st phase - general contingent;5;Nursing;Daytime;1;139.0;1;38;37;7;7;126.3;Yes;No;No;Yes;Female;Yes;18;No;0;8;8;8;13.435;0;0;8;8;8;13.435;0;9.4;-0.8;-3.12;Graduate
JYDO1893;Single;1st phase - general contingent;1;Equinculture;Daytime;1;152.0;1;2;22;4;3;146.1;Yes;No;No;Yes;Female;No;18;No;0;5;8;4;13.5;2;0;5;9;0;0.0;3;10.8;1.4;1.74;Dropout
JYDO1894;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;147.0;1;2;3;4;8;145.3;Yes;No;No;Yes;Female;No;18;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.4;0.5;1.79;Enrolled
JYDO1895;Single;3rd phase - general contingent;1;Animation and Multimedia Design;Daytime;1;121.0;1;1;1;4;3;116.8;Yes;No;No;Yes;Female;No;23;No;15;17;18;17;11.5;0;16;17;17;17;12.176470588235292;0;12.4;0.5;1.79;Graduate
JYDO1896;Single;1st phase - general contingent;1;Communication Design;Daytime;1;124.0;1;19;19;7;9;132.1;Yes;No;No;Yes;Female;No;19;No;0;6;10;2;10.5;0;0;6;6;3;11.0;0;7.6;2.6;0.32;Enrolled
JYDO1897;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;105.0;1;19;37;8;8;102.6;No;Yes;No;Yes;Female;No;21;No;0;6;13;4;12.0;0;0;6;17;2;11.5;0;11.1;0.6;2.02;Enrolled
JYDO1898;Single;1st phase - general contingent;1;Journalism and Communication;Daytime;1;121.0;1;3;3;2;2;112.3;Yes;No;Yes;No;Female;No;18;No;0;6;7;5;12.2;0;0;6;11;4;11.5;0;11.1;0.6;2.02;Dropout
JYDO1899;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;143.0;1;12;12;4;1;155.3;Yes;Yes;No;Yes;Female;No;18;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;Graduate
JYDO1900;Single;Short cycle diploma holders;1;Veterinary Nursing;Daytime;42;150.0;1;3;1;2;8;153.8;Yes;No;No;Yes;Female;No;21;No;7;11;15;10;14.5;0;4;9;15;8;14.0;0;8.9;1.4;3.51;Graduate
JYDO1901;Single;Change of course;1;Journalism and Communication;Daytime;1;126.0;1;1;37;3;0;110.0;No;No;Yes;Yes;Female;No;20;No;0;6;7;6;13.333333333333334;0;0;6;8;6;12.666666666666666;0;12.4;0.5;1.79;Graduate
JYDO1902;Single;Transfer;1;Veterinary Nursing;Daytime;1;133.1;1;1;9;4;4;128.2;No;No;No;Yes;Female;No;24;No;5;11;29;9;12.0;6;4;10;21;9;12.555555555555555;0;9.4;-0.8;-3.12;Graduate
JYDO1903;Single;1st phase - general contingent;1;Equinculture;Daytime;1;127.0;1;1;1;4;4;120.4;Yes;No;No;Yes;Female;No;18;No;0;6;9;6;15.125;0;0;6;9;6;14.0;0;13.9;-0.3;0.79;Graduate
JYDO1904;Single;2nd phase - general contingent;1;Nursing;Daytime;1;160.0;1;19;1;4;10;153.0;Yes;No;No;Yes;Female;No;18;No;0;7;7;6;13.116666666666667;0;0;7;7;6;13.116666666666667;0;7.6;2.6;0.32;Graduate
JYDO1905;Single;1st phase - general contingent;1;Journalism and Communication;Daytime;1;121.0;1;19;1;7;9;117.9;Yes;No;No;Yes;Female;No;19;No;0;6;7;6;12.833333333333334;0;0;6;7;6;11.666666666666666;0;11.1;0.6;2.02;Graduate
JYDO1906;Single;Technological specialization diploma holders;1;Social Service;Daytime;39;150.0;1;1;37;4;8;145.6;Yes;No;No;Yes;Female;Yes;20;No;3;6;6;6;13.333333333333334;0;2;6;6;6;14.166666666666666;0;13.9;-0.3;0.79;Graduate
JYDO1907;Single;1st phase - general contingent;6;Nursing;Daytime;1;117.0;1;4;12;5;9;119.8;Yes;No;No;Yes;Female;No;18;No;0;7;7;7;13.877142857142855;0;0;8;8;8;15.6625;0;12.4;0.5;1.79;Graduate
JYDO1908;Single;1st phase - general contingent;6;Nursing;Daytime;1;141.0;1;19;1;9;10;126.8;Yes;No;No;Yes;Female;No;18;No;0;8;8;7;12.944285714285714;0;0;8;8;7;12.944285714285714;0;10.8;1.4;1.74;Graduate
JYDO1909;Single;2nd phase - general contingent;1;Basic Education;Daytime;1;112.0;1;2;19;3;9;106.1;Yes;No;No;Yes;Female;No;19;No;0;6;8;5;12.333333333333334;0;0;6;8;5;11.0;0;15.5;2.8;-4.06;Enrolled
